,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
758,this essay by adding laughter softly.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
760,this with a subtly crafted touch of modesty.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
764,this as if you were closer; Thomas.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
769,this with a delicate touch.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
773,the formal tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,True
781,this in a lighter tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
786,make it more amazed.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
789,the solicitation requirements to reflect a nihilist perspective of the text as a modern-day sitcom.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
790,it into a more matter-of-fact tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
807,it to sound gritty.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
829,the text as a comedy: Change the pleasant meadows that effectively restrained the truth.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
848,a unique accent.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
854,the text to make it more lighthearted and cheerful.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
862,this softly.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
866,it with a youthful touch.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
872,this in a more casual style.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
878,some comedic literature to your collection of artistic works!,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
879,this in English.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
881,and expand the description of Edward by injecting more humor. Highlight his lively personality and the comical situations he gets into while keeping him as the central figure around whom the other characters revolve.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
890,it to be more thoughtful.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
894,into a brighter version.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
897,this to within.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
907,"the product acquisition announcement to give it a dark and mysterious tone, emphasizing the unveiling of innovative lichen-based food creations emerging ominously through the swinging doors.",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
918,this as neatly.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
919,the cost of family-friendly travel on Routledge's website with a touch of gentle sarcasm.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
924,it for a more formal tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,True
925,this as if rm.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
928,it into a chronicle of success without having any malicious intent.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
930,this into something that is considered very enjoyable.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
935,a light-colored material.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
937,the description of tranquil fences.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
939,it into a more charming version.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
941,this in a casual tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
945,"this with a fresh, hip vibe.",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
947,"it to make it better.""",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
948,this as a formal instruction.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
954,it in a distinctive dialect.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
