,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
563,"a simple sentence using ""thou.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
569,"the text to be more avant-garde and polished, aimed at enhancing a theatrical performance for a group of actors who may be feeling small or insignificant.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
574,improve the story from a settlement to the whiskey.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
584,this analysis with specific and convincing details.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
619,this text to improve it for a famous author like Shakespeare.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
629,"a heartfelt plea from the article as a series of columns and short prose.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
645,the text with greater patience and a more realistic perspective.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
653,a sentence!,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
654,"this, please.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
663,the following sentence to better fit her life.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
668,"""comfort him"" in Chinese characters for better clarity.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
669,this as a general instruction.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
682,this into a future setting by portraying it as a cherished collection of easily understandable terminology.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
685,"this paragraph to incorporate accounting principles to describe the historical development of the first humans, adding appropriate punctuation.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
696,"some specific facts.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
718,the dialogue to make it more consistent throughout the story in order to ensure it is easily recognizable by readers.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
720,"this into the phrase ""Rephrase this into the higher hills.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
734,"""Please read them out now"" to more descriptive language and include Edward in the sentence. The revised prompt should be: ""Using more elaborate description, have Edward recite them aloud immediately.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
738,a line to provide more detail.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
740,this with fewer adjectives.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
742,"the story into a concise format that is easily understandable by all readers, emphasizing the key points we want to convey about India.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
761,a line from the text to blend seamlessly with the rest.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
762,"this ebook to infuse it with a sincere country charm, and alter its paths.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
775,"this sentence into a punctuation mark: ""Better acquaintance with it""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
784,"the passage ""the upper reaches of smoke--clots of it were confined"" into a more refined form suitable for a formal letter.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
792,paraphrase this to plain language.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
795,and simplify the message of the text slightly.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
804,this text to make it sound more natural.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
810,this text to focus on Teutonic language.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
812,"""it was filled.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
819,"this to ""Transform this passage into a concise point.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
827,this concept informally.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
828,this text by incorporating more security measures and incorporating some blurred images alongside an increased focus on confidentiality.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
838,"the text into a grammatically correct and meaningful sentence: ""Enhance this statement to include a warning about potential risks or accidents, focusing on the impact of death, as though it were enhancing a goodbye message within the essay.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
841,this to convey a sense of increased trustworthiness.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
849,this straightforwardly.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
860,a paragraph,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
861,this text to be written in proper English.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
863,this topic to make it more general in terms of humanity.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
868,this without the inclusion of the crackling sound of binary code.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
874,this text to be more poetic and descriptive.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
876,rewrite the best part of her that stands out the most.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
884,improve the text to make it more engaging.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
887,this content to make it more modern.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
889,enhance this in English while maintaining the original meaning.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
895,this article to adhere to.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
905,it to add depth.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
910,"this without any words that have the letter ""a"".",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
914,the fruit description for conciseness.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
927,this statement.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
949,it.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
951,all the verbs to be more dynamic while keeping the rest of the text the same.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
955,this text to maintain a consistent tone throughout.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
