,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
814,a very critical argument.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
824,the women in the novel and the essay as if they were speaking.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
833,this essay if possible.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
842,the essay on outstanding qualities.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
853,the writing of the essay quickly.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
855,a paragraph on mental abstraction.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
871,this into a formal essay.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
901,the essay by describing how the flowers complement the beds in Salome's garden.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
903,the essay to reveal Jerry's perspective.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
915,"the essay to critique the Duke of his demeaning demands from his subjects through a philosophical lens, transitioning the text to resemble a horoscope reading.",4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
923,the essay by enhancing it until it achieves its full potential.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
926,"this text: ""Those who do not enter the field will never know the intense emotions that come with pushing oneself to the limit.""",4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
931,the essay into a philosophical debate.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,True
932,the essay to make it read like a perfume advertisement.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
933,"the backstory for a supremely wise tree's advice from the essay in ""Assent,"" incorporating supervillains.",4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
934,the essay by carefully editing it to meet standard guidelines.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
944,the essay with a hidden spy message.,4,4_essay_philosophical_text_essay focus,"['essay', 'philosophical', 'text', 'essay focus', 'focus', 'debate', 'paragraph', 'significance', 'perspective', 'details']","['the essay but focus on refining it.', 'the essay into a philosophical debate.', 'a philosophical essay.']",essay - philosophical - text - essay focus - focus - debate - paragraph - significance - perspective - details,False
